Id,PostTypeId,ParentId,CreationDate,Score,Body,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,CommentCount,ContentLicense
50783167,2,50783112,2018-06-10T11:22:49.997,2,"<p>As posted, the code does not compile because you have missing commas in the <code>printf</code> argument list.</p>

<p>Here is a corrected version with extra spacing to improve readability:</p>

<pre><code>#include &lt;stdio.h&gt; 

int compare(int a, int b, int c) {
    if (a - b &gt; 0 &amp;&amp; a - c &gt; 0)
        return c;
    else
    if (b - c &gt; 0)
        return a;//what would it return?
    else
        return b;
}

int main() {
    //below in printf? is it right to print this way?
    printf(""%d\n"", compare(compare(88, 89, 91),
                           compare(90, 41, 17),
                           compare(75, 100, 96)));
    return 0;
}
</code></pre>

<p>This code seems broken in many respects, beyond the initial syntax errors:</p>

<ul>
<li><code>a - b &gt; 0</code> performs an integer subtraction that can overflow: signed arithmetic overflow is specified as having undefined behavior by the C Standard. It would be simpler and safer to write <code>a &gt; b</code> which is defined for all values of <code>a</code> and <code>b</code>.</li>
<li><code>compare(a, b, c)</code> returns <code>c</code> if <code>a</code> is the largest value, <code>a</code> if <code>b</code> is the largest and <code>b</code> if <code>c</code> is the largest... The result is therefore heavily dependent on the order of the parameters given. One may wonder if the intend was to compute the max value of a triplet instead, which would not depend on the order of the parameters.</li>
</ul>

<p>I wonder what is really expected from the candidate facing this test.</p>
",4593267,4593267,2018-06-10T11:37:06.710,2018-06-10T11:37:06.710,4,CC BY-SA 4.0
50802379,2,50766363,2018-06-11T16:36:28.603,1,"<p><code>onDocumentSelect</code> event is fired both when user selects existing file or uploads a new one. Information about the selected/uploaded file(s) can be found in the <code>result</code> object that is passed as a parameter to the event. Here is a link to the Drive Picker widget docs - <a href=""https://developers.google.com/appmaker/ui/input-widgets#drive-picker"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/ui/input-widgets#drive-picker</a></p>
",454137,,,2018-06-11T16:36:28.603,0,CC BY-SA 4.0
50866811,2,50865772,2018-06-14T22:29:37.913,0,"<p>This should work</p>

<pre class=""lang-javascript prettyprint-override""><code>function duplicateChemicalProperties(oldMaterialId, newMaterialId) {
  var query = app.models.Propiedad_Quimica.newQuery();
  query.filters.Material_fk._equals = oldMaterialId;
  var existingRecords = query.run();

  var newRecords = [];

  for (var i = 0; i &lt; existingRecords.length; i++) {
    var existingRecord = existingRecords[i];
    var newRecord = app.models.Propiedad_Quimica.newRecord();

    newRecord.Material_fk =  newMaterialId;
    newRecord.Fecha_Creacion = existingRecord.Fecha_Creacion;
    newRecord.Usuario_Creacion = existingRecord.Usuario_Creacion;
    ...

    newRecords.push(newRecord);
  }

  app.saveRecords(newRecords);
}
</code></pre>

<p>Depending on the data flow the algorithm could be optimized with <a href=""https://developers.google.com/appmaker/scripting/api/server#Query"" rel=""nofollow noreferrer"">prefetches</a> and <a href=""https://developers.google.com/appmaker/scripting/api/server#ModelMetadata"" rel=""nofollow noreferrer"">Models Metadata API</a></p>
",454137,,,2018-06-14T22:29:37.913,0,CC BY-SA 4.0
50872129,2,50582355,2018-06-15T08:52:55.107,0,"<p>I've achieved this using Calculated Model as suggested by <strong>Pavel</strong>.</p>

<p>Steps : </p>

<ol>
<li>Create a calculated data source with one field count.</li>
<li>In that data source add one parameter <code>searchQuery</code>. This will contain users        filter going forward. Currently I have only one search query in which user can search many things. So I've added one parameter only.</li>
<li>In this data source add following server script.</li>
</ol>

<p>Code:</p>

<pre class=""lang-javascript prettyprint-override""><code>// Server script
function getTotalRecords(query) {
  var receivedQuery = query.parameters.searchQuery;
  // console.log('Received query:' + query.parameters.searchQuery);

  var records = app.models.Company.newQuery();
  records.parameters.SearchText = query.parameters.searchQuery;

  if(receivedQuery !== null) {
    records.where = '(Name contains? :SearchText or InternalId contains? ' +
      ':SearchText or LocationList contains? :SearchText )';
  }

  var recordsCount = records.run().length;
  var calculatedModelRecords = []; 
  var draftRecord = app.models.RecordCount.newRecord();
  draftRecord.count = ''+recordsCount;
  calculatedModelRecords.push(draftRecord);

  return calculatedModelRecords;
}
</code></pre>

<p>.</p>

<ol start=""4"">
<li>On the Appmaker page bind a label with this data source.</li>
<li>On search query/your filter applied event add following code which Reload this data source and assign value to Parameter.</li>
</ol>

<pre class=""lang-javascript prettyprint-override""><code>// Client script
function updateRecordCount(newValue) {
  var ds = app.datasources.RecordCount;
  ds.query.parameters.searchQuery = newValue;
  ds.unload();
  ds.load();
}
</code></pre>
",1423927,454137,2018-06-18T16:51:16.940,2018-06-18T16:51:16.940,0,CC BY-SA 4.0
50879369,2,50877919,2018-06-15T16:14:25.880,0,"<p>The most reliable way to handle it will be using <a href=""https://developers.google.com/appmaker/models/datasources#manual_save_mode"" rel=""nofollow noreferrer"">Manual Save mode</a> for the <code>productionPlan</code> datasource:</p>

<pre class=""lang-javascript prettyprint-override""><code>var ds = widget.datasource;

ds.item.planned = false;
ds.item.inProduction = true;

ds.saveChanges({
  success: function() {
    app.datasources.productionPlan.load();
  },
  failure: function(error) {
   // todo
  }
});
</code></pre>

<p>You can also consider hiding the row immediately to make the app feel faster:</p>

<pre class=""lang-javascript prettyprint-override""><code>widget.parent.visible = false;
</code></pre>
",454137,,,2018-06-15T16:14:25.880,0,CC BY-SA 4.0
50879628,2,50877966,2018-06-15T16:35:18.260,0,"<p>Another possible alternative to Google Forms with some <a href=""https://developers.google.com/apps-script/reference/script/form-trigger-builder"" rel=""nofollow noreferrer"">configured triggers</a> will be public stand alone web app that will gather data from end users and push it to the same DB as App Maker deployment. However, this options seems to be way more labor intensive.</p>
",454137,,,2018-06-15T16:35:18.260,0,CC BY-SA 4.0
50883752,2,50882936,2018-06-15T23:22:10.823,2,"<p>You can do it either by direct interaction with Snackbar's children widgets or by binding them to <a href=""https://developers.google.com/appmaker/ui/binding#custom_properties"" rel=""nofollow noreferrer"">Custom Properties</a>:</p>

<pre class=""lang-javascript prettyprint-override""><code>// option 1
app.popups.Snackbar.descendants.SnackbarText.text = message;

// option 2
app.popups.Snackbar.properties.Text = message;

app.popups.Snackbar.visible = true;
</code></pre>

<p>You can see first option implementation sample here - <a href=""https://developers.google.com/appmaker/samples/jdbc/"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/samples/jdbc/</a></p>
",454137,,,2018-06-15T23:22:10.823,0,CC BY-SA 4.0
50936866,2,50936643,2018-06-19T20:59:18.967,3,"<p>Because server calls are asynchronous. In order to handle server response you need to pass callback. Here is a snippet from <a href=""https://developers.google.com/apps-script/guides/html/reference/run#withsuccesshandlerfunction"" rel=""nofollow noreferrer"">Apps Script docs</a>:</p>

<pre class=""lang-javascript prettyprint-override""><code>function onSuccess(numUnread) {
  console.log(numUnread);
}

google.script.run.withSuccessHandler(onSuccess)
    .getUnreadEmails();
</code></pre>

<p>Just in case AMs docs interpretation of the same thing - <a href=""https://developers.google.com/appmaker/scripting/client#call_a_server_script"" rel=""nofollow noreferrer"">https://developers.google.com/appmaker/scripting/client#call_a_server_script</a></p>
",454137,,,2018-06-19T20:59:18.967,0,CC BY-SA 4.0
50977765,2,50977178,2018-06-21T21:39:08.290,1,"<p>You probably have to break your csv into smaller chunks. Also, if the number of fields in the csv file is in excess of 2 million cells then you have another problem on your hands since a google sheet's max cell count is 2 million.</p>

<p>Google Sheets are not designed to handle large databases so you may have to look into using an alternative solution; if you plan on keeping your dev stack under Google's Cloud platform you can try Big Query, Cloud SQL, Cloud Datastore or Cloud Firestore. </p>
",6586255,,,2018-06-21T21:39:08.290,2,CC BY-SA 4.0
51001395,2,51000955,2018-06-23T12:59:33.660,3,"<p>You can't have two, but you can combine them, like this:</p>

<pre><code>v=spf1 ip4:91.82.206.0/24 ip4:91.83.103.0/24 mx a include:zoho.com ~all
</code></pre>

<p>It's best practice to put literal IPs first as they are the fastest for receivers to check.</p>
",333340,,,2018-06-23T12:59:33.660,0,CC BY-SA 4.0
51034708,2,51032451,2018-06-26T04:03:35.380,3,"<p>You want to convert the large CSV file to the split Spreadsheet. If my understanding is correct, how about this workaround?</p>

<h2>Issues and workarounds for this situation :</h2>

<ol>
<li><p>When such large CSV file is converted to Spreadsheet, it cannot directly convert to Spreadsheet, because of both the total number of cells and the size of file. And also when the large file is tried to split, it cannot do it because the blob which can be used at GAS is less than 50 MB (52,428,800 bytes).</p>

<ul>
<li>In order to split such large file, it uses <a href=""https://developers.google.com/drive/api/v3/manage-downloads#partial_download"" rel=""nofollow noreferrer"">""Partial download""</a> of files.get in Drive API.</li>
</ul></li>
<li><p>In my environment, when a CSV file with the size of 100 MB is used for this sample script, when the file is split by 10 MB, about 65 seconds was required to convert a chunk to Spreadsheet. In this case, when the CSV file is completely converted, it is considered that it will be over the limitation time (6 min) for executing GAS.</p>

<ul>
<li>In order to avoid this, it is required to implement the resumable conversion from the large CSV-file to several spreadsheets.</li>
</ul></li>
</ol>

<h2>Prepare :</h2>

<p>In order to use this sample script, please enable Drive API at Advanced Google Services and API console.</p>

<h3>Enable Drive API v2 at Advanced Google Services</h3>

<ul>
<li>On script editor

<ul>
<li>Resources -> Advanced Google Services</li>
<li>Turn on Drive API v2</li>
</ul></li>
</ul>

<h3><a href=""https://console.cloud.google.com/apis/library/drive.googleapis.com/"" rel=""nofollow noreferrer"">Enable Drive API at API console</a></h3>

<ul>
<li>On script editor

<ul>
<li>Resources -> Cloud Platform project</li>
<li>View API console</li>
<li>At Getting started, click Enable APIs and get credentials like keys.</li>
<li>At left side, click Library.</li>
<li>At Search for APIs &amp; services, input ""Drive"". And click Drive API.</li>
<li>Click Enable button.</li>
<li>If API has already been enabled, please don't turn off.</li>
</ul></li>
</ul>

<h2>Sample script :</h2>

<pre><code>function createSplitSpreadsheet(obj) {
  var accessToken = ScriptApp.getOAuthToken();
  var baseUrl = ""https://www.googleapis.com/drive/v3/files/"";

  // Retrieve file size.
  var url1 = baseUrl + obj.fileId + ""?fields=size"";
  var params1 = {
    method: ""get"",
    headers: {Authorization: ""Bearer "" + accessToken},
  };
  var fileSize = Number(JSON.parse(UrlFetchApp.fetch(url1, {headers: {Authorization: ""Bearer "" + accessToken}}).getContentText()).size);

  // Calculate number of output files.
  if (obj.files == null) {
    obj.number = 1;
    obj.start = 0;
  }
  var start = obj.start;
  var end = start + obj.chunk;
  var useFileSize = fileSize - start;
  f = Math.floor(useFileSize / obj.chunk);
  f = useFileSize % obj.chunk &gt; 0 ? f + 1 : f;
  if (f &lt; obj.files || obj.files == null) {
    obj.files = f;
  }

  // Split large file by chunk size (bytes).
  var url2 = baseUrl + obj.fileId + ""?alt=media"";
  var i;
  for (i = 0; i &lt; obj.files; i++) {
    var params = {
      method: ""get"",
      headers: {
        Authorization: ""Bearer "" + accessToken,
        Range: ""bytes="" + start + ""-"" + end,
      },
    };
    var res = UrlFetchApp.fetch(url2, params).getContentText();
    var e = res.lastIndexOf(""\n"");
    start += e + 1;
    end = start + obj.chunk;
    Drive.Files.insert(
      {mimeType: MimeType.GOOGLE_SHEETS, title: obj.fileName + (i + obj.number)},
      Utilities.newBlob(res.substr(0, e), MimeType.CSV)
    );
  }

  // Return next start value if there is a next chunk for the resume.
  if (start &lt; fileSize) {
    return {nextStart: start, nextNumber: i + obj.number};
  } else {
    return null;
  }
}

// Please run this function.
function main() {
    var obj = {
        fileId: ""#####"", // File ID of the large CSV file.
        chunk: 10485760, // 10MB Please modify this for your situation.
        files: 3, // Please input the number of files you want to convert.
        start: 0,
        fileName: ""sample"",
        number: 1, // Counter of output files. Please input this as a next number.
    };
    var nextStart = createSplitSpreadsheet(obj);
    Logger.log(nextStart);
}
</code></pre>

<h2>Usage :</h2>

<p>When you use this, please modify <code>obj</code> in <code>main()</code> for your situation, and run <code>main()</code>. A sample case is as follows.</p>

<p>It supposes as follows.</p>

<ul>
<li>You want to convert the CSV file with the size of 100 MB to 10 spreadsheets.</li>
<li>Size of one chunk is 10 MB.</li>
<li>CSV file is processed by every 3.</li>
</ul>

<p>In this sample case, each <code>obj</code> is as follows. Please input each <code>obj</code> at each run.</p>

<ol>
<li><code>var obj = {fileId: ""#####"", chunk: 10485760, files: 3, start: 0, fileName: ""sample"", number: 1}</code>

<ul>
<li><code>{""nextStart"": ### nextStart2 ###, ""nextNumber"": 4}</code> is returned from <code>createSplitSpreadsheet()</code>.</li>
</ul></li>
<li><code>var obj = {fileId: ""#####"", chunk: 10485760, files: 3, start: ### nextStart2 ###, fileName: ""sample"", number: 4}</code>

<ul>
<li><code>{""nextStart"": ### nextStart3 ###, ""nextNumber"": 7}</code> is returned from <code>createSplitSpreadsheet()</code>.</li>
</ul></li>
<li><code>var obj = {fileId: ""#####"", chunk: 10485760, files: 3, start: ### nextStart3 ###, fileName: ""sample"", number: 7}</code>

<ul>
<li><code>{""nextStart"": ### nextStart4 ###, ""nextNumber"": 10}</code> is returned from <code>createSplitSpreadsheet()</code>.</li>
</ul></li>
<li><code>var obj = {fileId: ""#####"", chunk: 10485760, files: 3, start: ### nextStart4 ###, fileName: ""sample"", number: 10}</code>

<ul>
<li><code>null</code> is returned from <code>createSplitSpreadsheet()</code>.</li>
</ul></li>
</ol>

<p>By this flow, 10 spreadsheets are created from the CSV file with the size of 100 MB.</p>

<p>If <code>null</code> is used for <code>files</code> in <code>obj</code>, <code>files</code> is automatically calculated. But in this case, the limitation time for executing GAS may be over. Please be careful this.</p>

<h3>References :</h3>

<ul>
<li><a href=""https://developers.google.com/drive/api/v3/manage-downloads#partial_download"" rel=""nofollow noreferrer"">Partial download</a></li>
<li><a href=""https://developers.google.com/apps-script/guides/services/advanced"" rel=""nofollow noreferrer"">Advanced Google Services</a></li>
<li><a href=""https://developers.google.com/drive/v2/reference/"" rel=""nofollow noreferrer"">Drive API</a></li>
</ul>

<p>If this was not what you want, I'm sorry.</p>
",7108653,,,2018-06-26T04:03:35.380,0,CC BY-SA 4.0
51054468,2,51028474,2018-06-27T04:17:03.307,0,"<p>The travel approval template from Google should give you what you need. As you can see in the template, it uses a client script in the binding expression to format dates on the dashboard into ISO format.</p>
",9443995,,,2018-06-27T04:17:03.307,0,CC BY-SA 4.0
51064069,2,51056684,2018-06-27T13:28:34.750,1,"<p>You can use the ""Two options"" data type, and it will be represented as a toggle control in PowerApps.</p>

<p><a href=""https://i.stack.imgur.com/h5Vz4.png"" rel=""nofollow noreferrer""><img src=""https://i.stack.imgur.com/h5Vz4.png"" alt=""enter image description here""></a></p>
",751090,,,2018-06-27T13:28:34.750,0,CC BY-SA 4.0
51083854,2,51076243,2018-06-28T13:13:53.530,0,"<p>Not in a generic way. If you have an object that is set to a variable, like below:</p>

<pre><code>Set(obj, { Name: ""John Doe"", Age: 33 })
</code></pre>

<p>Then you can use the <a href=""https://docs.microsoft.com/powerapps/maker/canvas-apps/functions/operators"" rel=""nofollow noreferrer"">&amp; operator</a> or the <a href=""https://docs.microsoft.com/powerapps/maker/canvas-apps/functions/function-concatenate"" rel=""nofollow noreferrer"">Concatenate function</a> to create a string from that object:</p>

<pre><code>Concatenate(
    obj.Name,
    "" - "",
    obj.Age
)
</code></pre>

<p>You can also see the value of the variables in the View -> Variables menu on the ribbon.</p>

<p>If you believe that this is a feature that should be supported, consider creating a new item in the <a href=""https://aka.ms/powerapps-ideas"" rel=""nofollow noreferrer"">PowerApps Ideas board</a>.</p>
",751090,,,2018-06-28T13:13:53.530,1,CC BY-SA 4.0
51089889,2,51069648,2018-06-28T19:15:17.250,0,"<p>Finally just said screw it and changed what module I was using. <a href=""https://github.com/mscdex/node-ftp"" rel=""nofollow noreferrer"">node-ftp</a> only throws the EPIPE error about 5% of the time compared to the original 80%. You can also catch the error which is useful because I catch it and try to upload the file again.</p>
",6928655,,,2018-06-28T19:15:17.250,0,CC BY-SA 4.0
51096507,2,51092787,2018-06-29T07:31:10.110,2,"<p>What does your browser debug show? Your svgs have <code>&lt;use&gt;</code> tags with relative urls. These will be resolved by the browser, and it's likely that they're not pointing to where you think. Your browser network tab should tell you what's going on?</p>
",1585345,1585345,2018-06-29T22:31:50.420,2018-06-29T22:31:50.420,2,CC BY-SA 4.0
51106211,2,50764255,2018-06-29T16:43:46.323,0,"<p>As @Pavel Shkleinik send to me this is possible using :params in the query of calculated_sql.
Example:
or  (c.phone like concat(CONCAT(""%"", ifnull(:concatAll,''), ""%"")))
and you put concatAll as a string parameter on datasource page.</p>

<p>Regards</p>
",4663651,,,2018-06-29T16:43:46.323,0,CC BY-SA 4.0
51124401,2,45672938,2018-07-01T14:57:15.820,0,"<p>for neophytes like me</p>

<p><strong>1) Terminology</strong></p>

<p>Screen1 = ""Login screen""</p>

<p>Screen2 =  ""Another screen""</p>

<p>On screen on there are two TextInput boxes:</p>

<p>username is labeled TextInput1</p>

<p>password is labeled TextInput2</p>

<p><strong>2) Create button (or icon) on Screen1</strong></p>

<p><strong>3) Edit the OnSelect of the button with a Navigate formula:</strong></p>

<p>Navigate(Screen2, ScreenTransition.Fade,({PassUsername:TextInput1.Text,PassPassword:TextInput2.Text})</p>

<p><strong>4) Create two labels on Screen2</strong></p>

<p>Set Default for one Label to PassUsername</p>

<p>Set Default for second Label PassPassword</p>

<p>Bathe in your success</p>
",2245642,,,2018-07-01T14:57:15.820,0,CC BY-SA 4.0
51127805,2,51069295,2018-07-01T23:52:50.757,0,"<p>If I understand correctly, you would like to save what's currently in EditForm1 to a local collection and upon receiving internet connection again, you'd like to submit the form again.</p>

<p>You'll want to use a condition to save data that's currently in the form if you're connected to the internet otherwise collect it into a temporary collection.</p>

<pre><code>If(ToggleIsConnected.Value,
    //If you are connected to the internet, then write the data to the database.
    SubmitForm(Form1),

    //If you are NOT connected to the internet, then write the data to a temporary collection to be written later.
    Collect(temporary,
        {id: Max(temporary,id)+1,
            column1: InputColumn1.Text,
            column2: InputColumn2.Text
        }
    );
    SaveData(temporary,""temporary"")
)
</code></pre>

<p>You can use a Toggle to check the internet connectivity. In the event that you had lost connection, saved data locally, and regained connectivity, the toggle will trigger on and perform the OnCheck actions automatically:</p>

<pre><code>If(!IsEmpty(temporary),
    // If the connection returns and there are records to be written, 
    // then perform these actions:
    ForAll(temporary,
        // For each of the records in the temporary collection, 
        // save their data to a new row in the connected datasource.

        // If writing was successful, copy it to a collection called 'success' 
        // to identify it.
        Collect(success,
            {id: id,
                Record:                     
                    Patch(datasource,Defaults(datasource),
                        {column1: column1,
                            column2: column2
                        }
                    )
            }
        )
    );

    If(IsEmpty(Errors(datasource)),
        // If there are no errors with the datasource, 
        // go ahead and clear the entire temporary collection since you're writing.
        Clear(temporary),

        // Otherwise if there is an error, remove only the records that were successful. 
        // Then clear the successful records.
        // Keep records that had an error so they could be attempted later.
        Remove(temporary,Filter(temporary,id exactin Filter(success,!IsBlank(Record)).id));
        Clear(success)
    )
)
</code></pre>

<p>Note that here, I'm using Patch() to save what was in the temporary collection. I am not able to use SubmitForm unless I populate a form.</p>

<p>There's some more steps involved to implement this further. Please see my video on this topic for more granular details:
<a href=""https://www.youtube.com/watch?v=j30xOM5OmRE"" rel=""nofollow noreferrer"">https://www.youtube.com/watch?v=j30xOM5OmRE</a></p>
",9825064,,,2018-07-01T23:52:50.757,0,CC BY-SA 4.0
51196170,2,51194662,2018-07-05T16:30:28.210,0,"<p>You probably need to save the record after you modify it.</p>

<p>Since the datasource events are server side you can do that with <code>app.saveRecords([record]);</code></p>
",9962755,,,2018-07-05T16:30:28.210,0,CC BY-SA 4.0
51207126,2,51079139,2018-07-06T09:24:05.427,0,"<p>So the answer turned out to be easier than I thought, although it took longer than I would have liked to uncover.  Eventually I decided try adding attributes even if they were defined as optional.  By including the item id it allowed the purchase order to be created.</p>

<p>My final code:</p>

<pre><code>class CreatePurchaseOrderJob &lt; ApplicationJob
  queue_as :default

  def perform(order_id)
    @order = SupplierOrder.find(order_id)
    create_purchase_order
  end

  private

  def payload
    {
      vendor_id: vendor['contact_id'],
      reference_number: order&amp;.reference,
      line_items: line_items
    }
  end

  attr_reader :order

  def vendor
    @vendor ||= books.find_or_create_vendor(order.supplier)
  end

  def create_purchase_order
    begin
      books.create_purchase_order(payload)
    rescue Exception =&gt; e
      Airbrake.notify(e)
    end
  end

  def line_items
    order.line_item_prices.order(:id).map do |price|
      line_item(price)
    end
  end

  def item_id(name)
    books.find_or_create_item(name)['item_id']
  end

  def line_item(price)
    {
      item_id: item_id(price.current_line_item.shape),
      description: price.current_line_item&amp;.description,
      bcy_rate: price.unit_price.to_f,
      rate: price.unit_price.to_f,
      quantity: price.current_line_item.quantity,
      tax_id: Registry.vat_tax_id,
      item_custom_fields: [
        { label: 'Grade', value: price.current_line_item&amp;.grade },
        { label: 'Finish', value: price.current_line_item&amp;.finish },
        { label: 'Dimensions', value: price.current_line_item&amp;.dimensions }
      ]
    }
  end

  def books
    @books ||= Registry.books
  end
end
</code></pre>
",32322,,,2018-07-06T09:24:05.427,0,CC BY-SA 4.0
51243021,2,51230134,2018-07-09T10:10:42.440,0,"<p>At least two options come to mind:</p>

<ol>
<li><p>Use one datasource, but 3 tables, for each table, bind the Table Row's visible property to the item's status like: @datasource.item.status === ""Done"", etc. And then for the other two tables do the same but with a different status value, this will basically just hide the rows that don't match your desired status.</p></li>
<li><p>Use 3 datasources, and either have a query that loads a specific status, or let the user filter within that status using query filters (@datasource.query.filters.type._equals = ""Done""). This way each table is its own datasource and set of records that does not overlap.</p></li>
</ol>
",9517124,,,2018-07-09T10:10:42.440,1,CC BY-SA 4.0
51283358,2,51282275,2018-07-11T10:39:08.740,2,"<p>Refer <a href=""https://developers.google.com/appmaker/templates/vendor-ratings/"" rel=""nofollow noreferrer"">this</a> template. It has the example of Accordion Expanded/Not Expanded.</p>

<p>Overall you need to Bind the following <code>onAttach</code> event.</p>

<pre><code>  widget.styles = ['collapsed'];
  widget.getElement().removeAttribute('aria-expanded'); 
</code></pre>

<p>Bind the <code>toggleAccordionRow</code> method on <code>onClick()</code> event,</p>

<pre><code>/**
 * Expands an accordion row. 
 * Extends default functionality of the Accordion widget.
 * @param {Widget} accordionRow - accordion row which was clicked.
 */
function expandAccordionRow(accordionRow) {
  var rows = accordionRow.parent.children._values;

  var i = 0;
  for (i = 0; i &lt; rows.length; i++) {
    if (rows[i].name.indexOf('YourElementName') &gt; -1) {
      rows[i].styles = [];
    } else {
      rows[i].styles = ['collapsed'];
    }
  }
  accordionRow.styles = [];
}


/**
 * Collapses an accordion row. 
 * Extends default functionality of the Accordion widget.
 * @param {Widget} accordionRow - accordion row which was clicked.
 */
function collapseAccordionRow(accordionRow) {
  var rows = accordionRow.parent.children._values;

  var i = 0;
  accordionRow.styles = ['collapsed'];

  for (i = 0; i &lt; rows.length; i++) {
    if (rows[i].name.indexOf('YourElementName') &gt; -1) {
      rows[i].styles = ['hidden'];
    }
  }
}


/**
 * Toggles the appearance of an accordion row. 
 * Extends default functionality of the Accordion widget.
 * @param {Widget} accordionRow - accordion row which was clicked.
 */
function toggleAccordionRow(accordionRow) {
  if (accordionRow.styles.length === 0) {
    collapseAccordionRow(accordionRow);
  } else {
    expandAccordionRow(accordionRow);
  }
}
</code></pre>
",1423927,1423927,2018-07-11T10:44:25.810,2018-07-11T10:44:25.810,2,CC BY-SA 4.0
51312324,2,51312073,2018-07-12T18:31:37.367,2,"<p>Ok, so I just solved this by adding this line:</p>

<pre><code>$this-&gt;email-&gt;set_newline(""\r\n"");
</code></pre>
",9615630,,,2018-07-12T18:31:37.367,0,CC BY-SA 4.0
51322077,2,51242918,2018-07-13T09:34:13.290,1,"<p>LIST, MULTISET and SET are mapped to String. You should be able to use IfxDataReader.GetString() to get the data.</p>
",7761106,,,2018-07-13T09:34:13.290,2,CC BY-SA 4.0
51352778,2,51352700,2018-07-15T22:51:21.350,1,"<p>In order to be included in a form submission, your form controls need to successful controls, which at the simplest means they need a <code>name=""""</code> value:</p>

<pre><code>&lt;select id=""customername"" name=""customername""&gt;
    &lt;option&gt;&lt;/option&gt;
    &lt;option&gt;Doe Inc&lt;/option&gt;
    &lt;option&gt; Smith LLC &lt;/option&gt;
    &lt;option&gt; Rogers and Co &lt;/option&gt;
&lt;/select&gt;
</code></pre>

<p>If what you actually care about submitting is the customercode, and the customername is just the ""friendly"" version, add the <code>value</code> attribute to your options, and rename the select appropriately:</p>

<pre><code>&lt;select id=""customercode"" name=""customercode""&gt;
    &lt;option value=""""&gt;Select one...&lt;/option&gt;
    &lt;option value=""276""&gt;Doe Inc&lt;/option&gt;
    &lt;option value=""852""&gt;Smith LLC &lt;/option&gt;
    &lt;option value=""552""&gt;Rogers and Co &lt;/option&gt;
&lt;/select&gt;
</code></pre>

<p>If you want both ""values"" to be visible on the form and included in the form submission, you could use a <code>data-</code> attribute to sync a readonly input:</p>

<pre><code>&lt;select id=""customername"" name=""customername""&gt;
    &lt;option data-value=""""&gt;Select one...&lt;/option&gt;
    &lt;option data-value=""276""&gt;Doe Inc&lt;/option&gt;
    &lt;option data-value=""852""&gt;Smith LLC &lt;/option&gt;
    &lt;option data-value=""552""&gt;Rogers and Co &lt;/option&gt;
&lt;/select&gt;

&lt;input type=""text"" name=""customercode"" id=""customercode"" readonly /&gt;
</code></pre>

<p>Then use some JavaScript to sync them:</p>

<pre><code>var select = document.getElementById('customername');
select.onchange = function(e) {
  var value = select.options[select.selectedIndex].dataset.value;

  var input = document.getElementById('customercode');
  input.value = value;
}
</code></pre>

<p>Example jsFiddle: <a href=""https://jsfiddle.net/27jx0q3a/3/"" rel=""nofollow noreferrer"">https://jsfiddle.net/27jx0q3a/3/</a></p>

<p>Some links, to help: </p>

<ul>
<li><a href=""https://www.w3.org/TR/html401/interact/forms.html#h-17.13.2"" rel=""nofollow noreferrer"">W3C: Successful controls</a></li>
<li><a href=""https://developer.mozilla.org/en-US/docs/Learn/HTML/Howto/Use_data_attributes"" rel=""nofollow noreferrer"">MDN: Using data attributes</a></li>
</ul>
",534109,,,2018-07-15T22:51:21.350,0,CC BY-SA 4.0
51362453,2,51352265,2018-07-16T13:01:14.700,6,"<p>The above code constructs input <code>JSON</code> like this
<code>[{""data"":{""City"":""Egham""}}]</code>. This <code>JSON</code> is not valid as per the <code>ZOHO CRM APIs</code>(<a href=""https://www.zoho.com/crm/help/api/v2/#update-specify-records"" rel=""noreferrer"">API help</a>).</p>

<p>It should be like this <code>{""data"":[{""City"":""Egham""}]}</code>. </p>

<p>Change the code like this :</p>

<pre><code>$apiUrl = ""https://www.zohoapis.com/crm/v2/Leads/"" . {valid record id here};

$fields = json_encode(array(""data"" =&gt; array([""City"" =&gt; ""Egham""])));

// *strlen must be called after defining the variable. So moved headers down to $fields*

$headers = array(
    'Content-Type: application/json',
    'Content-Length: ' . strlen($fields),
    sprintf('Authorization: Zoho-oauthtoken %s', {valid auth token here})
);


$ch = curl_init();

curl_setopt($ch, CURLOPT_URL, $apiUrl);
curl_setopt($ch, CURLOPT_HTTPHEADER, $headers);
curl_setopt($ch, CURLOPT_CUSTOMREQUEST, ""PUT"");
curl_setopt($ch, CURLOPT_POSTFIELDS, $fields);
curl_setopt($ch, CURLOPT_RETURNTRANSFER, 1);
curl_setopt($ch, CURLOPT_CONNECTTIMEOUT, 60);
curl_setopt($ch, CURLOPT_TIMEOUT, 60);

$result = curl_exec($ch);

curl_close($ch); 
</code></pre>
",7919192,7919192,2018-07-16T14:08:18.913,2018-07-16T14:08:18.913,1,CC BY-SA 4.0
