Question_id,ViewCount,Challenge_Id,SDLC,ChallengeLabelModGias,Topic_Label,Topic_Id,ChallengeLabelModAlamin,Challenge_Label,Topic_Category,CreationDate
46776819,226,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2017-10-16 18:28:13.717
54077904,226,12,Maintenance,Authentication,UI Adaptation,5,,Access control [Application accessibility| Permission],Customization,2019-01-07 16:11:12.283
54741436,226,16,Development,Authorization,External Web Req Processing,6,,Session/Authentication [social auth | oaut2 | jtoken],Integration,2019-02-18 06:18:10.783
55136468,228,1,Development,Testing/Debugging,Dynamic Form Controller,1,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2019-03-13 07:24:57.303
43733425,231,1,Development,Testing/Debugging,Cloud and On-Prem Conf,9,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2017-05-02 08:32:04.550
46090082,232,0,Development,Documentation,External Web Req Processing,6,,Tutorial [How to do this ],Integration,2017-09-07 07:14:18.533
46866935,232,10,Planning and Design,Feature,Entity Relationship Management,4,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Database,2017-10-21 19:01:04.843
54987992,232,3,Development,Feature,Dynamic Form Controller,1,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Customization,2019-03-04 16:56:51.970
42730602,233,18,Maintenance,Feature,Cloud and On-Prem Conf,9,,Data migration [export | import],Adoption,2017-03-11 02:21:03.393
48026832,233,3,Development,Feature,SQL CRUD,3,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2017-12-29 18:28:25.313
47087186,234,2,Development,Feature,Client Server Comm & IO,11,,General programming query [JSON to CSV/excel],Adoption,2017-11-03 01:39:52.150
44136328,236,12,Deployment,Authentication,Access Control & Security,2,,Access control [Application accessibility| Permission],Adoption,2017-05-23 13:32:20.820
44136328,236,14,Deployment,Deployment,Access Control & Security,2,,Deployment Issues [ Local Development],Adoption,2017-05-23 13:32:20.820
54995158,240,0,Development,Documentation,External Web Req Processing,6,,Tutorial [How to do this ],Integration,2019-03-05 03:53:36.890
54848296,245,23,Development,Feature,UI Adaptation,5,,Dynamic Content,Customization,2019-02-24 02:58:06.350
47442099,249,5,Development,Feature,Access Control & Security,2,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Adoption,2017-11-22 19:02:30.270
7383641,250,0,Development,Documentation,External API & Email Config,7,,Tutorial [How to do this ],Integration,2011-09-12 05:27:53.827
44106979,250,1,Development,Testing/Debugging,Access Control & Security,2,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2017-05-22 07:25:33.517
44106979,250,11,Development,Testing/Debugging,Access Control & Security,2,,Platform issues [platform limitaion | not working as expected],Adoption,2017-05-22 07:25:33.517
54178050,251,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2019-01-14 08:39:15.353
54884332,252,7,Development,Feature,Dynamic Form Controller,1,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Customization,2019-02-26 11:18:57.973
46558510,256,16,Development,Authorization,Access Control & Security,2,,Session/Authentication [social auth | oaut2 | jtoken],Adoption,2017-10-04 06:40:11.503
47910518,256,0,Development,Documentation,Data Storage & Migration,0,,Tutorial [How to do this ],Database,2017-12-20 16:29:36.313
46483388,257,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2017-09-29 06:58:57.900
51884008,257,15,Requirement,Documentation,Access Control & Security,2,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Adoption,2018-08-16 19:17:51.857
51384016,262,15,Development,Documentation,Data Storage & Migration,0,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Database,2018-07-17 14:31:12.217
51384016,262,1,Development,Testing/Debugging,Data Storage & Migration,0,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2018-07-17 14:31:12.217
54754818,268,5,Development,Feature,Data Storage & Migration,0,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Database,2019-02-18 20:23:18.570
55304547,268,4,Planning and Design,Feature,Cloud and On-Prem Conf,9,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2019-03-22 17:03:37.627
42006707,270,11,Development,Testing/Debugging,Data Storage & Migration,0,,Platform issues [platform limitaion | not working as expected],Database,2017-02-02 15:55:29.983
43634549,270,17,Development,Feature,External API & Email Config,7,,Email and DNS configuration [SMTP Authentication| email not working | DNS Integration],Integration,2017-04-26 12:41:49.337
53884162,270,14,Deployment,Deployment,Access Control & Security,2,,Deployment Issues [ Local Development],Adoption,2018-12-21 11:37:58.110
47795639,272,4,Maintenance,Feature,Access Control & Security,2,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2017-12-13 14:39:29.210
47795639,272,4,Maintenance,Feature,Access Control & Security,2,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2017-12-13 14:39:29.210
54271510,276,8,Development,Feature,SQL CRUD,3,,Data binding,Database,2019-01-19 21:23:51.220
42305224,279,1,Development,Testing/Debugging,SQL CRUD,3,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2017-02-17 18:41:23.087
41881534,281,3,Development,Feature,Dynamic Form Controller,1,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Customization,2017-01-26 19:35:47.117
41881534,281,9,Development,Feature,Dynamic Form Controller,1,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Customization,2017-01-26 19:35:47.117
43164321,282,1,Development,Testing/Debugging,Access Control & Security,2,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2017-04-02 03:26:57.163
47772835,284,8,Development,Feature,Dynamic Content Display,10,,Data binding,Customization,2017-12-12 12:36:26.877
54603982,289,6,Development,Feature,Data Storage & Migration,0,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Database,2019-02-09 06:56:32.273
54474013,294,4,Planning and Design,Feature,Cloud and On-Prem Conf,9,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2019-02-01 06:27:28.747
46238759,296,6,Development,Feature,External Web Req Processing,6,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Integration,2017-09-15 11:42:52.760
51369708,296,0,Development,Documentation,Data Storage & Migration,0,,Tutorial [How to do this ],Database,2018-07-16 20:33:13.000
54323760,296,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2019-01-23 09:18:15.177
59524629,297,15,Development,Documentation,Dynamic Event Handling,12,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Customization,2019-12-30 00:57:41.973
55101284,299,5,Development,Feature,Dynamic Content Binding,8,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Customization,2019-03-11 11:53:11.053
54515593,300,2,Development,Feature,SQL CRUD,3,,General programming query [JSON to CSV/excel],Database,2019-02-04 11:57:39.517
54241538,303,7,Development,Feature,Dynamic Form Controller,1,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Customization,2019-01-17 17:47:18.967
43299948,306,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2017-04-08 20:16:32.810
47522277,307,10,Development,Feature,SQL CRUD,3,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Database,2017-11-28 00:54:20.267
46978495,309,6,Development,Feature,UI Adaptation,5,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Customization,2017-10-27 15:23:20.580
51364441,318,8,Development,Feature,SQL CRUD,3,,Data binding,Database,2018-07-16 14:44:25.543
54548422,318,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2019-02-06 07:18:35.367
55217961,321,2,Development,Feature,External Web Req Processing,6,,General programming query [JSON to CSV/excel],Integration,2019-03-18 09:17:43.970
42227249,323,1,Development,Testing/Debugging,Entity Relationship Management,4,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Database,2017-02-14 13:20:04.700
43008145,325,4,Development,Feature,Client Server Comm & IO,11,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2017-03-24 19:59:19.710
41755842,326,9,Development,Feature,Entity Relationship Management,4,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2017-01-20 03:55:46.593
46921029,327,8,Development,Feature,SQL CRUD,3,,Data binding,Database,2017-10-24 22:30:36.500
359717,329,0,Requirement,Documentation,Access Control & Security,2,,Tutorial [How to do this ],Adoption,2008-12-11 15:30:30.840
359717,329,4,Requirement,Feature,Access Control & Security,2,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2008-12-11 15:30:30.840
44102892,329,5,Development,Feature,Access Control & Security,2,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Adoption,2017-05-21 23:54:21.240
51324328,330,11,Development,Testing/Debugging,Data Storage & Migration,0,,Platform issues [platform limitaion | not working as expected],Database,2018-07-13 11:42:03.453
2377082,331,5,Development,Feature,Cloud and On-Prem Conf,9,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Adoption,2010-03-04 05:28:31.303
54468229,333,6,Development,Feature,Dynamic Content Display,10,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Customization,2019-01-31 19:49:01.727
41886336,335,6,Development,Feature,External API & Email Config,7,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Integration,2017-01-27 02:48:10.777
41886336,335,11,Development,Testing/Debugging,External API & Email Config,7,,Platform issues [platform limitaion | not working as expected],Integration,2017-01-27 02:48:10.777
47174045,335,0,Development,Documentation,External Web Req Processing,6,,Tutorial [How to do this ],Integration,2017-11-08 07:37:51.290
47731051,337,2,Development,Feature,Client Server Comm & IO,11,,General programming query [JSON to CSV/excel],Adoption,2017-12-09 17:12:12.363
47013133,338,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2017-10-30 10:34:10.823
48105880,338,1,Development,Testing/Debugging,External Web Req Processing,6,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Integration,2018-01-05 01:16:16.473
43849977,339,3,Development,Feature,External API & Email Config,7,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Integration,2017-05-08 14:14:51.300
47317006,343,6,Development,Feature,UI Adaptation,5,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Customization,2017-11-15 20:51:13.733
43401120,348,9,Development,Feature,Dynamic Content Binding,8,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Customization,2017-04-13 20:24:37.297
46776955,354,9,Development,Feature,External API & Email Config,7,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Integration,2017-10-16 18:36:39.160
54700894,354,7,Development,Feature,Dynamic Content Display,10,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Customization,2019-02-14 23:57:57.280
44165995,356,10,Planning and Design,Feature,SQL CRUD,3,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Database,2017-05-24 18:24:59.653
47762700,359,11,Development,Testing/Debugging,Access Control & Security,2,,Platform issues [platform limitaion | not working as expected],Adoption,2017-12-11 22:47:48.557
41803929,370,9,Development,Feature,SQL CRUD,3,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2017-01-23 10:18:34.537
47943399,374,3,Development,Feature,SQL CRUD,3,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2017-12-22 14:52:52.660
9139207,385,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2012-02-04 07:29:54.663
46417978,387,1,Development,Testing/Debugging,External Web Req Processing,6,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Integration,2017-09-26 04:45:53.903
54967399,387,9,Development,Feature,Dynamic Content Binding,8,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Customization,2019-03-03 09:29:29.417
47178776,389,0,Development,Documentation,Dynamic Content Display,10,,Tutorial [How to do this ],Customization,2017-11-08 11:40:22.077
53916396,390,2,Development,Feature,SQL CRUD,3,,General programming query [JSON to CSV/excel],Database,2018-12-24 17:48:26.527
52744026,394,7,Development,Feature,Dynamic Event Handling,12,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Customization,2018-10-10 15:41:40.113
53933243,394,14,Deployment,Deployment,Dynamic Event Handling,12,,Deployment Issues [ Local Development],Customization,2018-12-26 14:14:53.930
55594848,395,7,Development,Feature,Dynamic Event Handling,12,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Customization,2019-04-09 14:09:50.207
46257017,400,3,Development,Feature,Dynamic Form Controller,1,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Customization,2017-09-16 18:12:59.163
41983737,402,3,Development,Feature,Entity Relationship Management,4,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2017-02-01 15:38:33.690
54822913,402,0,Development,Documentation,Dynamic Content Display,10,,Tutorial [How to do this ],Customization,2019-02-22 08:29:04.160
55525227,404,11,Development,Testing/Debugging,Dynamic Content Binding,8,,Platform issues [platform limitaion | not working as expected],Customization,2019-04-04 21:32:51.753
41574944,408,9,Development,Feature,Dynamic Content Binding,8,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Customization,2017-01-10 17:37:11.240
47518599,410,3,Development,Feature,SQL CRUD,3,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2017-11-27 19:41:16.527
54216119,410,1,Development,Testing/Debugging,External Web Req Processing,6,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Integration,2019-01-16 11:28:36.963
55511963,412,3,Development,Feature,Dynamic Content Display,10,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Customization,2019-04-04 09:07:17.083
9054254,413,16,Development,Authorization,External Web Req Processing,6,,Session/Authentication [social auth | oaut2 | jtoken],Integration,2012-01-29 15:19:34.733
46801400,414,9,Development,Feature,SQL CRUD,3,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Database,2017-10-18 01:16:13.127
55220499,415,10,Planning and Design,Feature,Cloud and On-Prem Conf,9,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Adoption,2019-03-18 11:38:38.180
55220499,415,4,Planning and Design,Feature,Cloud and On-Prem Conf,9,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2019-03-18 11:38:38.180
51360587,426,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2018-07-16 11:19:04.130
55122901,427,0,Development,Documentation,Client Server Comm & IO,11,,Tutorial [How to do this ],Adoption,2019-03-12 13:41:05.713
55118699,428,8,Development,Feature,Dynamic Form Controller,1,,Data binding,Customization,2019-03-12 10:00:13.737
47520197,429,10,Development,Feature,Entity Relationship Management,4,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Database,2017-11-27 21:35:54.570
9187799,431,10,Development,Feature,Dynamic Content Binding,8,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Customization,2012-02-08 04:20:30.750
54532079,431,7,Development,Feature,Dynamic Form Controller,1,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Customization,2019-02-05 10:15:45.150
54902191,439,9,Development,Feature,Dynamic Content Display,10,,Database CRUD [Complex Database query| DB query for M:M data model| DB query unexpected| ],Customization,2019-02-27 09:34:49.160
55269741,439,0,Development,Documentation,Access Control & Security,2,,Tutorial [How to do this ],Adoption,2019-03-20 20:35:09.807
47213805,440,4,Development,Feature,UI Adaptation,5,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Customization,2017-11-10 00:16:47.170
5552901,446,0,Development,Documentation,External Web Req Processing,6,,Tutorial [How to do this ],Integration,2011-04-05 13:48:48.147
42238738,448,2,Development,Feature,Dynamic Event Handling,12,,General programming query [JSON to CSV/excel],Customization,2017-02-15 00:29:35.573
44005685,448,15,Development,Documentation,Entity Relationship Management,4,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Database,2017-05-16 15:30:38.047
44005685,448,4,Development,Feature,Entity Relationship Management,4,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Database,2017-05-16 15:30:38.047
41860322,451,2,Development,Feature,Entity Relationship Management,4,,General programming query [JSON to CSV/excel],Database,2017-01-25 19:45:34.367
43860043,454,14,Deployment,Deployment,Access Control & Security,2,,Deployment Issues [ Local Development],Adoption,2017-05-09 02:24:30.293
42470252,460,0,Development,Documentation,Dynamic Event Handling,12,,Tutorial [How to do this ],Customization,2017-02-26 15:16:49.417
46241015,461,15,Development,Documentation,External Web Req Processing,6,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Integration,2017-09-15 13:40:59.500
41867303,462,3,Development,Feature,Dynamic Form Controller,1,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Customization,2017-01-26 05:15:24.670
46362311,462,2,Development,Feature,External Web Req Processing,6,,General programming query [JSON to CSV/excel],Integration,2017-09-22 10:16:32.240
51381243,462,4,Development,Feature,Cloud and On-Prem Conf,9,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2018-07-17 12:20:00.980
43919778,463,22,Requirement,Documentation,Entity Relationship Management,4,,Recommendation on best practice,Database,2017-05-11 15:29:48.217
43919778,463,4,Requirement,Feature,Entity Relationship Management,4,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Database,2017-05-11 15:29:48.217
45723760,464,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2017-08-16 22:08:37.117
46705213,466,12,Maintenance,Authentication,Access Control & Security,2,,Access control [Application accessibility| Permission],Adoption,2017-10-12 08:48:21.490
43045887,468,19,Requirement,Feature,Access Control & Security,2,,Flatform features support [Event Monitoring | Dashboard customization | View Management | role management | collaboration | platform security],Adoption,2017-03-27 12:02:49.357
46295367,468,7,Development,Feature,Data Storage & Migration,0,,UI customization [Design flexibility| UI Overflow| Show/Hide Component| Template],Database,2017-09-19 08:19:34.057
48267239,469,3,Development,Feature,SQL CRUD,3,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2018-01-15 16:40:20.380
54937175,470,8,Development,Feature,Entity Relationship Management,4,,Data binding,Database,2019-03-01 02:36:26.923
42959530,472,2,Development,Feature,Dynamic Event Handling,12,,General programming query [JSON to CSV/excel],Customization,2017-03-22 18:07:22.880
43646460,475,8,Development,Feature,Dynamic Form Controller,1,,Data binding,Customization,2017-04-26 23:59:36.757
46144718,479,3,Development,Feature,SQL CRUD,3,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Database,2017-09-10 19:28:00.800
41645111,480,0,Development,Documentation,Cloud and On-Prem Conf,9,,Tutorial [How to do this ],Adoption,2017-01-13 23:38:32.570
7679733,485,2,Development,Feature,External Web Req Processing,6,,General programming query [JSON to CSV/excel],Integration,2011-10-06 19:54:30.677
46779664,487,1,Development,Testing/Debugging,UI Adaptation,5,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2017-10-16 21:53:56.223
8430681,489,15,Development,Documentation,Dynamic Content Binding,8,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Customization,2011-12-08 11:57:06.970
43079162,492,15,Development,Documentation,UI Adaptation,5,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Customization,2017-03-28 20:18:32.220
43079162,492,0,Development,Documentation,UI Adaptation,5,,Tutorial [How to do this ],Customization,2017-03-28 20:18:32.220
54396214,494,8,Development,Feature,SQL CRUD,3,,Data binding,Database,2019-01-28 05:51:37.710
54666876,494,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2019-02-13 09:38:56.803
54522800,497,10,Development,Feature,Cloud and On-Prem Conf,9,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Adoption,2019-02-04 19:11:13.317
46195839,498,4,Planning and Design,Feature,Data Storage & Migration,0,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Database,2017-09-13 11:03:48.153
46684369,498,15,Requirement,Documentation,Cloud and On-Prem Conf,9,,Documentation [incorrent| incomplete| ambiguous| Ambiguous sample code integration],Adoption,2017-10-11 09:15:40.270
46684369,498,4,Requirement,Feature,Cloud and On-Prem Conf,9,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2017-10-11 09:15:40.270
42010994,499,2,Development,Feature,Entity Relationship Management,4,,General programming query [JSON to CSV/excel],Database,2017-02-02 19:43:24.340
54991854,500,0,Development,Documentation,Dynamic Event Handling,12,,Tutorial [How to do this ],Customization,2019-03-04 21:31:15.127
43033640,502,8,Development,Feature,Entity Relationship Management,4,,Data binding,Database,2017-03-26 19:42:26.510
47705174,504,2,Development,Feature,Dynamic Form Controller,1,,General programming query [JSON to CSV/excel],Customization,2017-12-07 22:53:18.253
47104623,508,0,Development,Documentation,Dynamic Event Handling,12,,Tutorial [How to do this ],Customization,2017-11-03 21:25:31.893
11248169,509,19,Maintenance,Feature,Access Control & Security,2,,Flatform features support [Event Monitoring | Dashboard customization | View Management | role management | collaboration | platform security],Adoption,2012-06-28 15:41:56.273
42145093,513,6,Development,Feature,Entity Relationship Management,4,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Database,2017-02-09 19:17:17.170
47378071,514,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2017-11-19 14:38:12.887
47378071,514,1,Development,Testing/Debugging,External Web Req Processing,6,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Integration,2017-11-19 14:38:12.887
47358219,517,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2017-11-17 19:46:01.183
47060216,518,8,Development,Feature,UI Adaptation,5,,Data binding,Customization,2017-11-01 17:12:39.487
47060216,518,23,Development,Feature,UI Adaptation,5,,Dynamic Content,Customization,2017-11-01 17:12:39.487
46158698,522,1,Development,Testing/Debugging,Dynamic Form Controller,1,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2017-09-11 14:56:32.203
44076048,523,0,Development,Documentation,SQL CRUD,3,,Tutorial [How to do this ],Database,2017-05-19 17:42:27.900
55299725,528,0,Development,Documentation,Client Server Comm & IO,11,,Tutorial [How to do this ],Adoption,2019-03-22 12:35:14.310
55299725,528,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2019-03-22 12:35:14.310
46387200,532,3,Development,Feature,UI Adaptation,5,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Customization,2017-09-24 06:19:36.463
41904477,535,22,Development,Documentation,Access Control & Security,2,,Recommendation on best practice,Adoption,2017-01-27 23:07:26.733
41904477,535,11,Development,Testing/Debugging,Access Control & Security,2,,Platform issues [platform limitaion | not working as expected],Adoption,2017-01-27 23:07:26.733
44178272,540,3,Development,Feature,Dynamic Content Display,10,,Application Customization [QR code | Automatic value| Show/Hide Component| Pagination | Automatic Email | Embedding | pagination ],Customization,2017-05-25 10:31:34.640
47258597,540,6,Development,Feature,Dynamic Event Handling,12,,General query [HTTP error header message explanation | Feature usage query | Learning curve],Customization,2017-11-13 06:54:07.477
42623994,543,1,Development,Testing/Debugging,Client Server Comm & IO,11,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Adoption,2017-03-06 11:06:00.257
46277360,543,0,Development,Documentation,Dynamic Form Controller,1,,Tutorial [How to do this ],Customization,2017-09-18 10:44:37.450
43877814,546,5,Development,Feature,External Web Req Processing,6,,API Integration [Updating Integrated API versions | API unexpected response | Connecting external services | Ambiguous sample code integration],Integration,2017-05-09 18:56:35.903
46492413,546,1,Development,Testing/Debugging,Dynamic Content Display,10,,Debugging Error/crash [why this does not work| Application Code change not executed| Broken UI| Functionalities not working| boken UI| Embedding | ],Customization,2017-09-29 15:40:09.560
51312073,546,17,Development,Feature,External API & Email Config,7,,Email and DNS configuration [SMTP Authentication| email not working | DNS Integration],Integration,2018-07-12 18:13:08.060
47886587,549,2,Development,Feature,Client Server Comm & IO,11,,General programming query [JSON to CSV/excel],Adoption,2017-12-19 12:02:40.547
43201890,550,0,Development,Documentation,External Web Req Processing,6,,Tutorial [How to do this ],Integration,2017-04-04 08:21:47.637
47764200,559,0,Development,Documentation,Client Server Comm & IO,11,,Tutorial [How to do this ],Adoption,2017-12-12 01:51:06.163
46463283,560,10,Planning and Design,Feature,Dynamic Content Display,10,,Database [connection| sclability| model design| Export/import data| Database design| DB scalability| DB Admin Authorization|,Customization,2017-09-28 07:25:09.453
42277585,563,2,Development,Feature,External Web Req Processing,6,,General programming query [JSON to CSV/excel],Integration,2017-02-16 15:03:09.253
43454540,564,16,Development,Authorization,Access Control & Security,2,,Session/Authentication [social auth | oaut2 | jtoken],Adoption,2017-04-17 15:34:01.403
41467659,565,14,Deployment,Deployment,Cloud and On-Prem Conf,9,,Deployment Issues [ Local Development],Adoption,2017-01-04 15:38:29.853
41467659,565,4,Deployment,Feature,Cloud and On-Prem Conf,9,,Queries on Platform [plaform comparision | platform features | Community support | Reusability Scalability performance],Adoption,2017-01-04 15:38:29.853
41800137,566,20,Testing,Testing/Debugging,Client Server Comm & IO,11,,Testing [Test failed| Test coverage| Third party functional testing suite|],Adoption,2017-01-23 06:04:19.790
47742984,567,0,Development,Documentation,External Web Req Processing,6,,Tutorial [How to do this ],Integration,2017-12-10 20:12:12.863
